year,month,average_temperature_f,temperature_anomaly_f,state
2020,10,52,-2.7,Illinois
2020,11,47.1,6.3,Illinois
2020,12,33,3.6,Illinois
2010,1,23.9,-2.7,Indiana
2010,2,25.7,-3.7,Indiana
2010,3,43.6,4.1,Indiana
2010,4,57.3,6.7,Indiana
2010,5,64.3,3,Indiana
2010,6,74.1,3.6,Indiana
2010,7,76.4,1.9,Indiana
2010,8,75.6,3.2,Indiana
2010,9,67.2,1.5,Indiana
2010,10,56,2.1,Indiana
2010,11,42.8,1.7,Indiana
2010,12,24.3,-6,Indiana
2011,1,23.7,-2.9,Indiana
2011,2,31.2,1.8,Indiana
2011,3,41.7,2.2,Indiana
2011,4,53,2.4,Indiana
2011,5,62.1,0.8,Indiana
2011,6,72.2,1.7,Indiana
2011,7,78.8,4.3,Indiana
2011,8,73.1,0.7,Indiana
2011,9,63.6,-2.1,Indiana
2011,10,53.9,0,Indiana
2011,11,46.9,5.8,Indiana
2011,12,36.6,6.3,Indiana
2012,1,32.4,5.8,Indiana
2012,2,35.4,6,Indiana
2012,3,55,15.5,Indiana
2012,4,52.9,2.3,Indiana
2012,5,67.7,6.4,Indiana
2012,6,71.6,1.1,Indiana
2012,7,80.2,5.7,Indiana
2012,8,71.9,-0.5,Indiana
2012,9,64.2,-1.5,Indiana
2012,10,52.1,-1.8,Indiana
2012,11,40,-1.1,Indiana
2012,12,38.2,7.9,Indiana
2013,1,29.9,3.3,Indiana
2013,2,30.2,0.8,Indiana
2013,3,34.8,-4.7,Indiana
2013,4,50.8,0.2,Indiana
2013,5,64.4,3.1,Indiana
2013,6,70.8,0.3,Indiana
2013,7,72.3,-2.2,Indiana
2013,8,71.5,-0.9,Indiana
2013,9,66.9,1.2,Indiana
2013,10,54.3,0.4,Indiana
2013,11,39.2,-1.9,Indiana
2013,12,29.4,-0.9,Indiana
2014,1,19.4,-7.2,Indiana
2014,2,22,-7.4,Indiana
2014,3,34.1,-5.4,Indiana
2014,4,52.4,1.8,Indiana
2014,5,62.9,1.6,Indiana
2014,6,72.6,2.1,Indiana
2014,7,69.1,-5.4,Indiana
2014,8,72.4,0,Indiana
2014,9,64,-1.7,Indiana
2014,10,53.8,-0.1,Indiana
2014,11,35.6,-5.5,Indiana
2014,12,34.6,4.3,Indiana
2015,1,25.3,-1.3,Indiana
2015,2,19.3,-10.1,Indiana
2015,3,37.2,-2.3,Indiana
2015,4,52.9,2.3,Indiana
2015,5,65,3.7,Indiana
2015,6,71,0.5,Indiana
2015,7,72.9,-1.6,Indiana
2015,8,70.6,-1.8,Indiana
2015,9,68.8,3.1,Indiana
2015,10,55.6,1.7,Indiana
2015,11,46.6,5.5,Indiana
2015,12,42.5,12.2,Indiana
2016,1,27.5,0.9,Indiana
2016,2,33.9,4.5,Indiana
2016,3,47.3,7.8,Indiana
2016,4,52,1.4,Indiana
2016,5,60.6,-0.7,Indiana
2016,6,72.9,2.4,Indiana
2016,7,74.6,0.1,Indiana
2016,8,75.7,3.3,Indiana
2016,9,69.9,4.2,Indiana
2016,10,59.5,5.6,Indiana
2016,11,47,5.9,Indiana
2016,12,29.8,-0.5,Indiana
2017,1,33.8,7.2,Indiana
2017,2,41.3,11.9,Indiana
2017,3,42.6,3.1,Indiana
2017,4,57,6.4,Indiana
2017,5,60.9,-0.4,Indiana
2017,6,71.1,0.6,Indiana
2017,7,74.2,-0.3,Indiana
2017,8,70,-2.4,Indiana
2017,9,67.2,1.5,Indiana
2017,10,57.6,3.7,Indiana
2017,11,42.4,1.3,Indiana
2017,12,29.6,-0.7,Indiana
2018,1,24.5,-2.1,Indiana
2018,2,35.1,5.7,Indiana
2018,3,38.2,-1.3,Indiana
2018,4,45.1,-5.5,Indiana
2018,5,69.7,8.4,Indiana
2018,6,73.4,2.9,Indiana
2018,7,74.1,-0.4,Indiana
2018,8,74,1.6,Indiana
2018,9,69.9,4.2,Indiana
2018,10,54.9,1,Indiana
2018,11,36.8,-4.3,Indiana
2018,12,35.4,5.1,Indiana
2019,1,27,0.4,Indiana
2019,2,32.3,2.9,Indiana
2019,3,37.2,-2.3,Indiana
2019,4,52.2,1.6,Indiana
2019,5,62.6,1.3,Indiana
2019,6,69.9,-0.6,Indiana
2019,7,76.3,1.8,Indiana
2019,8,72.3,-0.1,Indiana
2019,9,70.8,5.1,Indiana
2019,10,55.5,1.6,Indiana
2019,11,36.5,-4.6,Indiana
2019,12,36.2,5.9,Indiana
2020,1,34.3,7.7,Indiana
2020,2,32.8,3.4,Indiana
2020,3,44.6,5.1,Indiana
2020,4,48.9,-1.7,Indiana
2020,5,59.7,-1.6,Indiana
2020,6,72.1,1.6,Indiana
2020,7,76.5,2,Indiana
2020,8,72,-0.4,Indiana
2020,9,65.2,-0.5,Indiana
2020,10,53.1,-0.8,Indiana
2020,11,46.7,5.6,Indiana
2020,12,33.6,3.3,Indiana
2010,1,13.6,-4.2,Iowa
2010,2,17.3,-5.3,Iowa
2010,3,38.4,3.8,Iowa
2010,4,55.2,7.1,Iowa
2010,5,59.9,0.1,Iowa
2010,6,70.8,1.7,Iowa
2010,7,74.6,0.7,Iowa
2010,8,74.4,3,Iowa
2010,9,63.1,0.1,Iowa
2010,10,53.9,2.4,Iowa
2010,11,38,2.3,Iowa
2010,12,19.1,-3.6,Iowa
2011,1,14.8,-3,Iowa
2011,2,22.6,0,Iowa
2011,3,35.1,0.5,Iowa
2011,4,47.6,-0.5,Iowa
2011,5,59.1,-0.7,Iowa
2011,6,69.6,0.5,Iowa
2011,7,78,4.1,Iowa
2011,8,72,0.6,Iowa
2011,9,60.2,-2.8,Iowa
2011,10,53.4,1.9,Iowa
2011,11,39.4,3.7,Iowa
2011,12,29.1,6.4,Iowa
2012,1,26.5,8.7,Iowa
2012,2,29.6,7,Iowa
2012,3,51.6,17,Iowa
2012,4,52.4,4.3,Iowa
2012,5,65,5.2,Iowa
2012,6,71.4,2.3,Iowa
2012,7,79.6,5.7,Iowa
2012,8,71,-0.4,Iowa
2012,9,62.1,-0.9,Iowa
2012,10,48.8,-2.7,Iowa
2012,11,39.2,3.5,Iowa
2012,12,27.7,5,Iowa
2013,1,22,4.2,Iowa
2013,2,24.2,1.6,Iowa
2013,3,29,-5.6,Iowa
2013,4,43.8,-4.3,Iowa
2013,5,59,-0.8,Iowa
2013,6,68.9,-0.2,Iowa
2013,7,72.3,-1.6,Iowa
2013,8,71.9,0.5,Iowa
2013,9,67,4,Iowa
2013,10,50.5,-1,Iowa
2013,11,33.9,-1.8,Iowa
2013,12,17.4,-5.3,Iowa
2014,1,14.2,-3.6,Iowa
2014,2,13.2,-9.4,Iowa
2014,3,29.7,-4.9,Iowa
2014,4,47.5,-0.6,Iowa
2014,5,60,0.2,Iowa
2014,6,70.2,1.1,Iowa
2014,7,68.8,-5.1,Iowa
2014,8,71.2,-0.2,Iowa
2014,9,62,-1,Iowa
2014,10,51.2,-0.3,Iowa
2014,11,29.3,-6.4,Iowa
2014,12,28.2,5.5,Iowa
2015,1,21.6,3.8,Iowa
2015,2,14.5,-8.1,Iowa
2015,3,37.3,2.7,Iowa
2015,4,51.1,3,Iowa
2015,5,60,0.2,Iowa
2015,6,69.4,0.3,Iowa
2015,7,72,-1.9,Iowa
2015,8,68.9,-2.5,Iowa
2015,9,68.4,5.4,Iowa
2015,10,53,1.5,Iowa
2015,11,42,6.3,Iowa
2015,12,33,10.3,Iowa
2016,1,19.6,1.8,Iowa
2016,2,28.6,6,Iowa
2016,3,42.4,7.8,Iowa
2016,4,50.1,2,Iowa
2016,5,59.5,-0.3,Iowa
2016,6,73,3.9,Iowa
2016,7,72.8,-1.1,Iowa
2016,8,72,0.6,Iowa
2016,9,67.3,4.3,Iowa
2016,10,55.3,3.8,Iowa
2016,11,45.1,9.4,Iowa
2016,12,22.9,0.2,Iowa
2017,1,24.2,6.4,Iowa
2017,2,34.5,11.9,Iowa
2017,3,37.5,2.9,Iowa
2017,4,51.1,3,Iowa
2017,5,58.5,-1.3,Iowa
2017,6,71.1,2,Iowa
2017,7,74.7,0.8,Iowa
2017,8,67.8,-3.6,Iowa
2017,9,66.7,3.7,Iowa
2017,10,53.3,1.8,Iowa
2017,11,36.2,0.5,Iowa
2017,12,24.4,1.7,Iowa
2018,1,17.8,0,Iowa
2018,2,20.5,-2.1,Iowa
2018,3,35.2,0.6,Iowa
2018,4,39.3,-8.8,Iowa
2018,5,67,7.2,Iowa
2018,6,73.1,4,Iowa
2018,7,73.1,-0.8,Iowa
2018,8,71.8,0.4,Iowa
2018,9,65.9,2.9,Iowa
2018,10,48.2,-3.3,Iowa
2018,11,30,-5.7,Iowa
2018,12,28,5.3,Iowa
2019,1,18.7,0.9,Iowa
2019,2,15.3,-7.3,Iowa
2019,3,31.1,-3.5,Iowa
2019,4,49.2,1.1,Iowa
2019,5,56.6,-3.2,Iowa
2019,6,69.3,0.2,Iowa
2019,7,75.1,1.2,Iowa
2019,8,69.6,-1.8,Iowa
2019,9,68.2,5.2,Iowa
2019,10,47.1,-4.4,Iowa
2019,11,32.4,-3.3,Iowa
2019,12,29.2,6.5,Iowa
2020,1,23.1,5.3,Iowa
2020,2,24.9,2.3,Iowa
2020,3,40.3,5.7,Iowa
2020,4,46.7,-1.4,Iowa
2020,5,57.6,-2.2,Iowa
2020,6,72.9,3.8,Iowa
2020,7,75.3,1.4,Iowa
2020,8,71.9,0.5,Iowa
2020,9,61.9,-1.1,Iowa
2020,10,46,-5.5,Iowa
2020,11,42,6.3,Iowa
2020,12,27.2,4.5,Iowa
2010,1,27.2,-1.5,Kansas
2010,2,29.9,-3.7,Kansas
2010,3,44.2,1.8,Kansas
2010,4,57.8,4.3,Kansas
2010,5,62.1,-1.3,Kansas
2010,6,77,3.6,Kansas
2010,7,79.6,0.7,Kansas
2010,8,79.7,2.4,Kansas
2010,9,70.8,2.2,Kansas
2010,10,59.1,2.5,Kansas
2010,11,43.6,1.6,Kansas
2010,12,32.3,0.7,Kansas
2011,1,27.3,-1.4,Kansas
2011,2,30.2,-3.4,Kansas
2011,3,44.1,1.7,Kansas
2011,4,55.2,1.7,Kansas
2011,5,62.6,-0.8,Kansas
2011,6,76.8,3.4,Kansas
2011,7,84.9,6,Kansas
2011,8,80.9,3.6,Kansas
2011,9,66.2,-2.4,Kansas
2011,10,57.5,0.9,Kansas
2011,11,43.7,1.7,Kansas
2011,12,33.1,1.5,Kansas
2012,1,36.1,7.4,Kansas
2012,2,37.1,3.5,Kansas
2012,3,55.5,13.1,Kansas
2012,4,59.2,5.7,Kansas
2012,5,69,5.6,Kansas
2012,6,77.5,4.1,Kansas
2012,7,84.4,5.5,Kansas
2012,8,76.5,-0.8,Kansas
2012,9,68.2,-0.4,Kansas
2012,10,54,-2.6,Kansas
2012,11,46.5,4.5,Kansas
2012,12,34.6,3,Kansas
2013,1,32.3,3.6,Kansas
2013,2,33.6,0,Kansas
2013,3,40.3,-2.1,Kansas
2013,4,48.4,-5.1,Kansas
2013,5,63.3,-0.1,Kansas
2013,6,75.2,1.8,Kansas
2013,7,77.2,-1.7,Kansas
2013,8,76.5,-0.8,Kansas
2013,9,72.1,3.5,Kansas
2013,10,55.2,-1.4,Kansas
2013,11,41.3,-0.7,Kansas
2013,12,29.2,-2.4,Kansas
2014,1,29.6,0.9,Kansas
2014,2,27.8,-5.8,Kansas
2014,3,40.6,-1.8,Kansas
2014,4,54,0.5,Kansas
2014,5,64.7,1.3,Kansas
2014,6,73.6,0.2,Kansas
2014,7,75.4,-3.5,Kansas
2014,8,78.3,1,Kansas
2014,9,68.2,-0.4,Kansas
2014,10,58.9,2.3,Kansas
2014,11,38.5,-3.5,Kansas
2014,12,34.6,3,Kansas
2015,1,32.1,3.4,Kansas
2015,2,31.2,-2.4,Kansas
2015,3,46.8,4.4,Kansas
2015,4,56.4,2.9,Kansas
2015,5,61.7,-1.7,Kansas
2015,6,75.8,2.4,Kansas
2015,7,78.9,0,Kansas
2015,8,75.2,-2.1,Kansas
2015,9,74.2,5.6,Kansas
2015,10,59.2,2.6,Kansas
2015,11,46.5,4.5,Kansas
2015,12,37.6,6,Kansas
2016,1,32,3.3,Kansas
2016,2,40.8,7.2,Kansas
2016,3,49.7,7.3,Kansas
2016,4,56.3,2.8,Kansas
2016,5,61.6,-1.8,Kansas
2016,6,77.5,4.1,Kansas
2016,7,79.7,0.8,Kansas
2016,8,76.4,-0.9,Kansas
2016,9,70.8,2.2,Kansas
2016,10,61.5,4.9,Kansas
2016,11,49.9,7.9,Kansas
2016,12,29.8,-1.8,Kansas
2017,1,33,4.3,Kansas
2017,2,43.1,9.5,Kansas
2017,3,48.9,6.5,Kansas
2017,4,55.6,2.1,Kansas
2017,5,62.2,-1.2,Kansas
2017,6,75.1,1.7,Kansas
2017,7,80.1,1.2,Kansas
2017,8,73.1,-4.2,Kansas
2017,9,70.5,1.9,Kansas
2017,10,57.6,1,Kansas
2017,11,45.2,3.2,Kansas
2017,12,33.6,2,Kansas
2018,1,29.9,1.2,Kansas
2018,2,31.9,-1.7,Kansas
2018,3,45.9,3.5,Kansas
2018,4,47.6,-5.9,Kansas
2018,5,71.1,7.7,Kansas
2018,6,78.2,4.8,Kansas
2018,7,78.7,-0.2,Kansas
2018,8,75.7,-1.6,Kansas
2018,9,70.1,1.5,Kansas
2018,10,53.6,-3,Kansas
2018,11,38.2,-3.8,Kansas
2018,12,34.3,2.7,Kansas
2019,1,31.3,2.6,Kansas
2019,2,27.9,-5.7,Kansas
2019,3,39.4,-3,Kansas
2019,4,55.4,1.9,Kansas
2019,5,60.5,-2.9,Kansas
2019,6,72.4,-1,Kansas
2019,7,78.6,-0.3,Kansas
2019,8,77.1,-0.2,Kansas
2019,9,75.2,6.6,Kansas
2019,10,51.1,-5.5,Kansas
2019,11,40.2,-1.8,Kansas
2019,12,36.7,5.1,Kansas
2020,1,34,5.3,Kansas
2020,2,34.9,1.3,Kansas
2020,3,47.9,5.5,Kansas
2020,4,52.7,-0.8,Kansas
2020,5,61.7,-1.7,Kansas
2020,6,77.7,4.3,Kansas
2020,7,79.2,0.3,Kansas
2020,8,76.4,-0.9,Kansas
2020,9,66.3,-2.3,Kansas
2020,10,52.6,-4,Kansas
2020,11,48.1,6.1,Kansas
2020,12,35.9,4.3,Kansas
2010,1,29.8,-3.8,Kentucky
2010,2,30.6,-5.8,Kentucky
2010,3,46.5,1.2,Kentucky
2010,4,59.9,4.7,Kentucky
2010,5,67.3,2.9,Kentucky
2010,6,77,4.4,Kentucky
2010,7,78.4,2.1,Kentucky
2010,8,78.3,3.5,Kentucky
2010,9,70,1.3,Kentucky
2010,10,58.2,1.1,Kentucky
2010,11,47.1,1.8,Kentucky
2010,12,29,-7.3,Kentucky
2011,1,30.2,-3.4,Kentucky
2011,2,39.1,2.7,Kentucky
2011,3,47.9,2.6,Kentucky
2011,4,58.8,3.6,Kentucky
2011,5,64.2,-0.2,Kentucky
2011,6,74.2,1.6,Kentucky
2011,7,79.5,3.2,Kentucky
2011,8,75.8,1,Kentucky
2011,9,66.9,-1.8,Kentucky
2011,10,55.6,-1.5,Kentucky
2011,11,49.9,4.6,Kentucky
2011,12,41,4.7,Kentucky
2012,1,38.7,5.1,Kentucky
2012,2,41.2,4.8,Kentucky
2012,3,58,12.7,Kentucky
2012,4,57.3,2.1,Kentucky
2012,5,69.4,5,Kentucky
2012,6,72.5,-0.1,Kentucky
2012,7,80.5,4.2,Kentucky
2012,8,74.6,-0.2,Kentucky
2012,9,67.3,-1.4,Kentucky
2012,10,55.2,-1.9,Kentucky
2012,11,43.2,-2.1,Kentucky
2012,12,43,6.7,Kentucky
2013,1,36.7,3.1,Kentucky
2013,2,36.8,0.4,Kentucky
2013,3,39.4,-5.9,Kentucky
2013,4,55.2,0,Kentucky
2013,5,64.9,0.5,Kentucky
2013,6,72.9,0.3,Kentucky
2013,7,74,-2.3,Kentucky
2013,8,73.7,-1.1,Kentucky
2013,9,69.1,0.4,Kentucky
2013,10,57.6,0.5,Kentucky
2013,11,42.8,-2.5,Kentucky
2013,12,37.4,1.1,Kentucky
2014,1,26.8,-6.8,Kentucky
2014,2,33.2,-3.2,Kentucky
2014,3,41.5,-3.8,Kentucky
2014,4,57.4,2.2,Kentucky
2014,5,66.1,1.7,Kentucky
2014,6,74.1,1.5,Kentucky
2014,7,72.6,-3.7,Kentucky
2014,8,75.1,0.3,Kentucky
2014,9,68.2,-0.5,Kentucky
2014,10,57.6,0.5,Kentucky
2014,11,39.8,-5.5,Kentucky
2014,12,39.7,3.4,Kentucky
2015,1,32.2,-1.4,Kentucky
2015,2,26.3,-10.1,Kentucky
2015,3,44.5,-0.8,Kentucky
2015,4,57.4,2.2,Kentucky
2015,5,67.3,2.9,Kentucky
2015,6,74.2,1.6,Kentucky
2015,7,76.5,0.2,Kentucky
2015,8,72.8,-2,Kentucky
2015,9,70.2,1.5,Kentucky
2015,10,57.8,0.7,Kentucky
2015,11,50.9,5.6,Kentucky
2015,12,48.7,12.4,Kentucky
2016,1,31.6,-2,Kentucky
2016,2,38.9,2.5,Kentucky
2016,3,51.8,6.5,Kentucky
2016,4,57.3,2.1,Kentucky
2016,5,62.9,-1.5,Kentucky
2016,6,74.9,2.3,Kentucky
2016,7,77.9,1.6,Kentucky
2016,8,78,3.2,Kentucky
2016,9,72.2,3.5,Kentucky
2016,10,62.7,5.6,Kentucky
2016,11,49.9,4.6,Kentucky
2016,12,37,0.7,Kentucky
2017,1,40.9,7.3,Kentucky
2017,2,46.2,9.8,Kentucky
2017,3,47.9,2.6,Kentucky
2017,4,61.5,6.3,Kentucky
2017,5,65,0.6,Kentucky
2017,6,71.7,-0.9,Kentucky
2017,7,76.9,0.6,Kentucky
2017,8,73.1,-1.7,Kentucky
2017,9,68.3,-0.4,Kentucky
2017,10,59.4,2.3,Kentucky
2017,11,47.1,1.8,Kentucky
2017,12,35.8,-0.5,Kentucky
2018,1,30,-3.6,Kentucky
2018,2,44.6,8.2,Kentucky
2018,3,44.1,-1.2,Kentucky
2018,4,50.7,-4.5,Kentucky
2018,5,71.8,7.4,Kentucky
2018,6,75.5,2.9,Kentucky
2018,7,76.6,0.3,Kentucky
2018,8,75.8,1,Kentucky
2018,9,73.1,4.4,Kentucky
2018,10,58.9,1.8,Kentucky
2018,11,41.9,-3.4,Kentucky
2018,12,40.5,4.2,Kentucky
2019,1,35.1,1.5,Kentucky
2019,2,42.3,5.9,Kentucky
2019,3,43.1,-2.2,Kentucky
2019,4,57.8,2.6,Kentucky
2019,5,68.4,4,Kentucky
2019,6,71.9,-0.7,Kentucky
2019,7,77.4,1.1,Kentucky
2019,8,75.6,0.8,Kentucky
2019,9,74.8,6.1,Kentucky
2019,10,60,2.9,Kentucky
2019,11,41.2,-4.1,Kentucky
2019,12,42.1,5.8,Kentucky
2020,1,40.2,6.6,Kentucky
2020,2,39.7,3.3,Kentucky
2020,3,51.4,6.1,Kentucky
2020,4,52.8,-2.4,Kentucky
2020,5,62.2,-2.2,Kentucky
2020,6,72.6,0,Kentucky
2020,7,78.7,2.4,Kentucky
2020,8,74.8,0,Kentucky
2020,9,68.3,-0.4,Kentucky
2020,10,57.8,0.7,Kentucky
2020,11,49.9,4.6,Kentucky
2020,12,37.3,1,Kentucky
2010,1,45.6,-3.7,Louisiana
2010,2,44.8,-7.6,Louisiana
2010,3,55.1,-3.9,Louisiana
2010,4,67.6,1.3,Louisiana
2010,5,77.3,3.9,Louisiana
2010,6,83.5,3.7,Louisiana
2010,7,83.4,1.5,Louisiana
2010,8,85,3.4,Louisiana
2010,9,79.8,2.6,Louisiana
2010,10,68.3,0.8,Louisiana
2010,11,59,1.6,Louisiana
2010,12,48.1,-2.8,Louisiana
2011,1,46.9,-2.4,Louisiana
2011,2,52.5,0.1,Louisiana
2011,3,62,3,Louisiana
2011,4,70.4,4.1,Louisiana
2011,5,73.7,0.3,Louisiana
2011,6,83.8,4,Louisiana
2011,7,84.1,2.2,Louisiana
2011,8,86.7,5.1,Louisiana
2011,9,76,-1.2,Louisiana
2011,10,65.5,-2,Louisiana
2011,11,59.7,2.3,Louisiana
2011,12,51.3,0.4,Louisiana
2012,1,55.2,5.9,Louisiana
2012,2,56.1,3.7,Louisiana
2012,3,67.4,8.4,Louisiana
2012,4,69.4,3.1,Louisiana
2012,5,76.3,2.9,Louisiana
2012,6,80.7,0.9,Louisiana
2012,7,82.3,0.4,Louisiana
2012,8,82,0.4,Louisiana
2012,9,77.4,0.2,Louisiana
2012,10,65.8,-1.7,Louisiana
2012,11,57,-0.4,Louisiana
2012,12,55,4.1,Louisiana
2013,1,52.5,3.2,Louisiana
2013,2,54.2,1.8,Louisiana
2013,3,55.3,-3.7,Louisiana
2013,4,64.6,-1.7,Louisiana
2013,5,71.7,-1.7,Louisiana
2013,6,80.9,1.1,Louisiana
2013,7,80.7,-1.2,Louisiana
2013,8,82,0.4,Louisiana
2013,9,79.9,2.7,Louisiana
2013,10,68.6,1.1,Louisiana
2013,11,55,-2.4,Louisiana
2013,12,49.6,-1.3,Louisiana
2014,1,43.4,-5.9,Louisiana
2014,2,50.2,-2.2,Louisiana
2014,3,55,-4,Louisiana
2014,4,65.5,-0.8,Louisiana
2014,5,71.8,-1.6,Louisiana
2014,6,79.8,0,Louisiana
2014,7,80,-1.9,Louisiana
2014,8,81.3,-0.3,Louisiana
2014,9,78.1,0.9,Louisiana
2014,10,69,1.5,Louisiana
2014,11,53.1,-4.3,Louisiana
2014,12,53.7,2.8,Louisiana
2015,1,47.2,-2.1,Louisiana
2015,2,47.5,-4.9,Louisiana
2015,3,60.5,1.5,Louisiana
2015,4,69.8,3.5,Louisiana
2015,5,74.8,1.4,Louisiana
2015,6,80.5,0.7,Louisiana
2015,7,84.2,2.3,Louisiana
2015,8,82.6,1,Louisiana
2015,9,78.5,1.3,Louisiana
2015,10,69.7,2.2,Louisiana
2015,11,62.7,5.3,Louisiana
2015,12,59.1,8.2,Louisiana
2016,1,48.8,-0.5,Louisiana
2016,2,55.1,2.7,Louisiana
2016,3,63.8,4.8,Louisiana
2016,4,68.2,1.9,Louisiana
2016,5,73.3,-0.1,Louisiana
2016,6,80.9,1.1,Louisiana
2016,7,83.7,1.8,Louisiana
2016,8,82.4,0.8,Louisiana
2016,9,80.2,3,Louisiana
2016,10,71.4,3.9,Louisiana
2016,11,62.4,5,Louisiana
2016,12,54.7,3.8,Louisiana
2017,1,56.8,7.5,Louisiana
2017,2,61.7,9.3,Louisiana
2017,3,64.4,5.4,Louisiana
2017,4,69.4,3.1,Louisiana
2017,5,71.8,-1.6,Louisiana
2017,6,78.5,-1.3,Louisiana
2017,7,82.4,0.5,Louisiana
2017,8,81,-0.6,Louisiana
2017,9,77,-0.2,Louisiana
2017,10,69.2,1.7,Louisiana
2017,11,61.6,4.2,Louisiana
2017,12,50.8,-0.1,Louisiana
2018,1,44.2,-5.1,Louisiana
2018,2,60.5,8.1,Louisiana
2018,3,62.2,3.2,Louisiana
2018,4,62.7,-3.6,Louisiana
2018,5,77.8,4.4,Louisiana
2018,6,82.1,2.3,Louisiana
2018,7,83.5,1.6,Louisiana
2018,8,82,0.4,Louisiana
2018,9,80.2,3,Louisiana
2018,10,70.7,3.2,Louisiana
2018,11,54.8,-2.6,Louisiana
2018,12,52.6,1.7,Louisiana
2019,1,49.9,0.6,Louisiana
2019,2,57.6,5.2,Louisiana
2019,3,58.2,-0.8,Louisiana
2019,4,65.2,-1.1,Louisiana
2019,5,76,2.6,Louisiana
2019,6,80.2,0.4,Louisiana
2019,7,81.8,-0.1,Louisiana
2019,8,83.5,1.9,Louisiana
2019,9,82.2,5,Louisiana
2019,10,69.1,1.6,Louisiana
2019,11,54.7,-2.7,Louisiana
2019,12,54.1,3.2,Louisiana
2020,1,53.7,4.4,Louisiana
2020,2,54,1.6,Louisiana
2020,3,67.3,8.3,Louisiana
2020,4,66.6,0.3,Louisiana
2020,5,73,-0.4,Louisiana
2020,6,79.7,-0.1,Louisiana
2020,7,82.8,0.9,Louisiana
2020,8,82.2,0.6,Louisiana
2020,9,77.6,0.4,Louisiana
2020,10,68.2,0.7,Louisiana
2020,11,61.9,4.5,Louisiana
2020,12,50.9,0,Louisiana
2010,1,20.3,7.1,Maine
2010,2,24.6,9.6,Maine
2010,3,34.6,8.7,Maine
2010,4,44.9,6.6,Maine
2010,5,54.6,4.1,Maine
2010,6,60.8,1,Maine
2010,7,69.2,3.9,Maine
2010,8,65.2,2.2,Maine
2010,9,58.3,3.4,Maine
2010,10,45.2,0.9,Maine
2010,11,34.5,2.2,Maine
2010,12,23.4,4.8,Maine
2011,1,15.9,2.7,Maine
2011,2,16.2,1.2,Maine
2011,3,26.8,0.9,Maine
2011,4,39,0.7,Maine
2011,5,51.9,1.4,Maine
2011,6,60.2,0.4,Maine
2011,7,67.6,2.3,Maine
2011,8,64.8,1.8,Maine
2011,9,59,4.1,Maine
2011,10,47.6,3.3,Maine
2011,11,38.8,6.5,Maine
2011,12,26,7.4,Maine
2012,1,18.2,5,Maine
2012,2,21.4,6.4,Maine
2012,3,34.3,8.4,Maine
2012,4,42.2,3.9,Maine
2012,5,53.8,3.3,Maine
2012,6,60.2,0.4,Maine
2012,7,67.6,2.3,Maine
2012,8,67.4,4.4,Maine
2012,9,55.9,1,Maine
2012,10,48.2,3.9,Maine
2012,11,32.7,0.4,Maine
2012,12,24.4,5.8,Maine
2013,1,15.8,2.6,Maine
2013,2,20,5,Maine
2013,3,30.3,4.4,Maine
2013,4,39.1,0.8,Maine
2013,5,52.3,1.8,Maine
2013,6,60.8,1,Maine
2013,7,68.3,3,Maine
2013,8,63.7,0.7,Maine
2013,9,56.7,1.8,Maine
2013,10,47.3,3,Maine
2013,11,32.3,0,Maine
2013,12,17,-1.6,Maine
2014,1,14.2,1,Maine
2014,2,15.7,0.7,Maine
2014,3,18.1,-7.8,Maine
2014,4,38.7,0.4,Maine
2014,5,51.7,1.2,Maine
2014,6,61.6,1.8,Maine
2014,7,67.2,1.9,Maine
2014,8,64.4,1.4,Maine
2014,9,56.4,1.5,Maine
2014,10,48.5,4.2,Maine
2014,11,31.8,-0.5,Maine
2014,12,26,7.4,Maine
2015,1,11.7,-1.5,Maine
2015,2,5.2,-9.8,Maine
2015,3,21.6,-4.3,Maine
2015,4,37.8,-0.5,Maine
2015,5,55.7,5.2,Maine
2015,6,57.5,-2.3,Maine
2015,7,64.8,-0.5,Maine
2015,8,67.2,4.2,Maine
2015,9,61.8,6.9,Maine
2015,10,43.2,-1.1,Maine
2015,11,37,4.7,Maine
2015,12,31.2,12.6,Maine
2016,1,20.1,6.9,Maine
2016,2,21.9,6.9,Maine
2016,3,29.2,3.3,Maine
2016,4,37.3,-1,Maine
2016,5,52.8,2.3,Maine
2016,6,60.5,0.7,Maine
2016,7,67,1.7,Maine
2016,8,66.6,3.6,Maine
2016,9,59.1,4.2,Maine
2016,10,46.9,2.6,Maine
2016,11,37.2,4.9,Maine
2016,12,20.5,1.9,Maine
2017,1,21.5,8.3,Maine
2017,2,20.6,5.6,Maine
2017,3,22.2,-3.7,Maine
2017,4,42,3.7,Maine
2017,5,50.7,0.2,Maine
2017,6,61,1.2,Maine
2017,7,65.2,-0.1,Maine
2017,8,63.3,0.3,Maine
2017,9,61.1,6.2,Maine
2017,10,52,7.7,Maine
2017,11,32.4,0.1,Maine
2017,12,16.4,-2.2,Maine
2018,1,15,1.8,Maine
2018,2,22.7,7.7,Maine
2018,3,28.9,3,Maine
2018,4,36.5,-1.8,Maine
2018,5,53.5,3,Maine
2018,6,59,-0.8,Maine
2018,7,68.8,3.5,Maine
2018,8,68,5,Maine
2018,9,57.9,3,Maine
2018,10,41.9,-2.4,Maine
2018,11,28.6,-3.7,Maine
2018,12,20.4,1.8,Maine
2019,1,14.1,0.9,Maine
