year,month,precipitation_inches,precipitation_anomaly_inches,state
2010,9,2.04,-0.11,Nebraska
2010,10,0.92,-0.51,Nebraska
2010,11,0.67,-0.18,Nebraska
2010,12,0.37,-0.23,Nebraska
2011,1,0.93,0.44,Nebraska
2011,2,0.64,-0.02,Nebraska
2011,3,0.88,-0.4,Nebraska
2011,4,2.8,0.52,Nebraska
2011,5,5.43,1.95,Nebraska
2011,6,3.99,0.31,Nebraska
2011,7,3.71,0.65,Nebraska
2011,8,3.56,0.88,Nebraska
2011,9,0.88,-1.27,Nebraska
2011,10,1.92,0.49,Nebraska
2011,11,0.48,-0.37,Nebraska
2011,12,0.59,-0.01,Nebraska
2012,1,0.16,-0.33,Nebraska
2012,2,1.34,0.68,Nebraska
2012,3,0.57,-0.71,Nebraska
2012,4,3.13,0.85,Nebraska
2012,5,2.04,-1.44,Nebraska
2012,6,1.65,-2.03,Nebraska
2012,7,1.03,-2.03,Nebraska
2012,8,1.06,-1.62,Nebraska
2012,9,0.49,-1.66,Nebraska
2012,10,0.88,-0.55,Nebraska
2012,11,0.29,-0.56,Nebraska
2012,12,0.72,0.12,Nebraska
2013,1,0.32,-0.17,Nebraska
2013,2,0.83,0.17,Nebraska
2013,3,0.95,-0.33,Nebraska
2013,4,2.77,0.49,Nebraska
2013,5,4.86,1.38,Nebraska
2013,6,2.43,-1.25,Nebraska
2013,7,2.11,-0.95,Nebraska
2013,8,3,0.32,Nebraska
2013,9,2.32,0.17,Nebraska
2013,10,2.8,1.37,Nebraska
2013,11,0.78,-0.07,Nebraska
2013,12,0.27,-0.33,Nebraska
2014,1,0.22,-0.27,Nebraska
2014,2,0.64,-0.02,Nebraska
2014,3,0.5,-0.78,Nebraska
2014,4,1.99,-0.29,Nebraska
2014,5,2.63,-0.85,Nebraska
2014,6,7.23,3.55,Nebraska
2014,7,1.72,-1.34,Nebraska
2014,8,4.7,2.02,Nebraska
2014,9,2.57,0.42,Nebraska
2014,10,1.34,-0.09,Nebraska
2014,11,0.32,-0.53,Nebraska
2014,12,1.12,0.52,Nebraska
2015,1,0.21,-0.28,Nebraska
2015,2,0.68,0.02,Nebraska
2015,3,0.24,-1.04,Nebraska
2015,4,2.64,0.36,Nebraska
2015,5,5.89,2.41,Nebraska
2015,6,4.73,1.05,Nebraska
2015,7,3.33,0.27,Nebraska
2015,8,2.83,0.15,Nebraska
2015,9,2.54,0.39,Nebraska
2015,10,1.43,0,Nebraska
2015,11,1.95,1.1,Nebraska
2015,12,1.6,1,Nebraska
2016,1,0.4,-0.09,Nebraska
2016,2,0.79,0.13,Nebraska
2016,3,1.16,-0.12,Nebraska
2016,4,5.2,2.92,Nebraska
2016,5,4.39,0.91,Nebraska
2016,6,2.2,-1.48,Nebraska
2016,7,3.55,0.49,Nebraska
2016,8,2.57,-0.11,Nebraska
2016,9,2.21,0.06,Nebraska
2016,10,1.16,-0.27,Nebraska
2016,11,0.86,0.01,Nebraska
2016,12,0.82,0.22,Nebraska
2017,1,1.01,0.52,Nebraska
2017,2,0.72,0.06,Nebraska
2017,3,1.55,0.27,Nebraska
2017,4,2.56,0.28,Nebraska
2017,5,4.71,1.23,Nebraska
2017,6,1.53,-2.15,Nebraska
2017,7,2.64,-0.42,Nebraska
2017,8,4.31,1.63,Nebraska
2017,9,2.72,0.57,Nebraska
2017,10,2.96,1.53,Nebraska
2017,11,0.23,-0.62,Nebraska
2017,12,0.4,-0.2,Nebraska
2018,1,0.72,0.23,Nebraska
2018,2,0.67,0.01,Nebraska
2018,3,1.14,-0.14,Nebraska
2018,4,1.55,-0.73,Nebraska
2018,5,4.66,1.18,Nebraska
2018,6,5.26,1.58,Nebraska
2018,7,4.66,1.6,Nebraska
2018,8,2.44,-0.24,Nebraska
2018,9,2.74,0.59,Nebraska
2018,10,2.54,1.11,Nebraska
2018,11,0.87,0.02,Nebraska
2018,12,1.97,1.37,Nebraska
2019,1,0.25,-0.24,Nebraska
2019,2,0.74,0.08,Nebraska
2019,3,2.81,1.53,Nebraska
2019,4,1.75,-0.53,Nebraska
2019,5,6.59,3.11,Nebraska
2019,6,3.74,0.06,Nebraska
2019,7,4.17,1.11,Nebraska
2019,8,5.14,2.46,Nebraska
2019,9,2.49,0.34,Nebraska
2019,10,1.59,0.16,Nebraska
2019,11,0.96,0.11,Nebraska
2019,12,1.15,0.55,Nebraska
2020,1,0.58,0.09,Nebraska
2020,2,0.25,-0.41,Nebraska
2020,3,1.92,0.64,Nebraska
2020,4,0.75,-1.53,Nebraska
2020,5,4.06,0.58,Nebraska
2020,6,2.53,-1.15,Nebraska
2020,7,4.11,1.05,Nebraska
2020,8,0.92,-1.76,Nebraska
2020,9,1.04,-1.11,Nebraska
2020,10,0.65,-0.78,Nebraska
2020,11,0.81,-0.04,Nebraska
2020,12,0.62,0.02,Nebraska
2010,1,1.45,0.29,Nevada
2010,2,1.03,-0.07,Nevada
2010,3,0.94,-0.13,Nevada
2010,4,1.27,0.35,Nevada
2010,5,1.07,0.09,Nevada
2010,6,0.2,-0.49,Nevada
2010,7,0.35,-0.19,Nevada
2010,8,0.25,-0.35,Nevada
2010,9,0.26,-0.31,Nevada
2010,10,2.23,1.45,Nevada
2010,11,1.19,0.31,Nevada
2010,12,2.82,1.81,Nevada
2011,1,0.29,-0.87,Nevada
2011,2,0.83,-0.27,Nevada
2011,3,1.57,0.5,Nevada
2011,4,1.22,0.3,Nevada
2011,5,1.53,0.55,Nevada
2011,6,0.55,-0.14,Nevada
2011,7,0.5,-0.04,Nevada
2011,8,0.23,-0.37,Nevada
2011,9,0.48,-0.09,Nevada
2011,10,0.93,0.15,Nevada
2011,11,0.38,-0.5,Nevada
2011,12,0.11,-0.9,Nevada
2012,1,0.95,-0.21,Nevada
2012,2,0.53,-0.57,Nevada
2012,3,1.01,-0.06,Nevada
2012,4,0.67,-0.25,Nevada
2012,5,0.3,-0.68,Nevada
2012,6,0.09,-0.6,Nevada
2012,7,0.85,0.31,Nevada
2012,8,1,0.4,Nevada
2012,9,0.53,-0.04,Nevada
2012,10,0.67,-0.11,Nevada
2012,11,0.48,-0.4,Nevada
2012,12,1.81,0.8,Nevada
2013,1,0.68,-0.48,Nevada
2013,2,0.38,-0.72,Nevada
2013,3,0.42,-0.65,Nevada
2013,4,0.51,-0.41,Nevada
2013,5,0.7,-0.28,Nevada
2013,6,0.12,-0.57,Nevada
2013,7,0.76,0.22,Nevada
2013,8,0.54,-0.06,Nevada
2013,9,1.39,0.82,Nevada
2013,10,0.59,-0.19,Nevada
2013,11,0.74,-0.14,Nevada
2013,12,0.63,-0.38,Nevada
2014,1,0.51,-0.65,Nevada
2014,2,1.2,0.1,Nevada
2014,3,1.03,-0.04,Nevada
2014,4,0.66,-0.26,Nevada
2014,5,0.79,-0.19,Nevada
2014,6,0.12,-0.57,Nevada
2014,7,0.77,0.23,Nevada
2014,8,1.49,0.89,Nevada
2014,9,1.19,0.62,Nevada
2014,10,0.12,-0.66,Nevada
2014,11,0.71,-0.17,Nevada
2014,12,1.33,0.32,Nevada
2015,1,0.5,-0.66,Nevada
2015,2,0.58,-0.52,Nevada
2015,3,0.38,-0.69,Nevada
2015,4,0.7,-0.22,Nevada
2015,5,2.11,1.13,Nevada
2015,6,0.56,-0.13,Nevada
2015,7,1.22,0.68,Nevada
2015,8,0.49,-0.11,Nevada
2015,9,0.34,-0.23,Nevada
2015,10,1.83,1.05,Nevada
2015,11,1.29,0.41,Nevada
2015,12,1.34,0.33,Nevada
2016,1,1.72,0.56,Nevada
2016,2,0.48,-0.62,Nevada
2016,3,1.01,-0.06,Nevada
2016,4,1.58,0.66,Nevada
2016,5,1,0.02,Nevada
2016,6,0.43,-0.26,Nevada
2016,7,0.21,-0.33,Nevada
2016,8,0.32,-0.28,Nevada
2016,9,0.6,0.03,Nevada
2016,10,1.36,0.58,Nevada
2016,11,0.48,-0.4,Nevada
2016,12,1.96,0.95,Nevada
2017,1,2.88,1.72,Nevada
2017,2,1.56,0.46,Nevada
2017,3,1.11,0.04,Nevada
2017,4,1.12,0.2,Nevada
2017,5,0.53,-0.45,Nevada
2017,6,0.53,-0.16,Nevada
2017,7,0.61,0.07,Nevada
2017,8,0.63,0.03,Nevada
2017,9,0.96,0.39,Nevada
2017,10,0.17,-0.61,Nevada
2017,11,0.88,0,Nevada
2017,12,0.19,-0.82,Nevada
2018,1,0.96,-0.2,Nevada
2018,2,0.42,-0.68,Nevada
2018,3,1.62,0.55,Nevada
2018,4,0.86,-0.06,Nevada
2018,5,1.48,0.5,Nevada
2018,6,0.13,-0.56,Nevada
2018,7,0.7,0.16,Nevada
2018,8,0.22,-0.38,Nevada
2018,9,0.04,-0.53,Nevada
2018,10,1.09,0.31,Nevada
2018,11,0.81,-0.07,Nevada
2018,12,0.94,-0.07,Nevada
2019,1,1.32,0.16,Nevada
2019,2,2.41,1.31,Nevada
2019,3,2.1,1.03,Nevada
2019,4,1.24,0.32,Nevada
2019,5,2.61,1.63,Nevada
2019,6,0.32,-0.37,Nevada
2019,7,0.26,-0.28,Nevada
2019,8,0.19,-0.41,Nevada
2019,9,0.8,0.23,Nevada
2019,10,0.12,-0.66,Nevada
2019,11,0.98,0.1,Nevada
2019,12,1.46,0.45,Nevada
2020,1,0.7,-0.46,Nevada
2020,2,0.37,-0.73,Nevada
2020,3,1.26,0.19,Nevada
2020,4,0.68,-0.24,Nevada
2020,5,0.63,-0.35,Nevada
2020,6,0.56,-0.13,Nevada
2020,7,0.1,-0.44,Nevada
2020,8,0.12,-0.48,Nevada
2020,9,0.07,-0.5,Nevada
2020,10,0.06,-0.72,Nevada
2020,11,0.72,-0.16,Nevada
2020,12,0.59,-0.42,Nevada
2010,1,2.78,-0.52,New Hampshire
2010,2,4.1,1.17,New Hampshire
2010,3,7.41,3.87,New Hampshire
2010,4,2.82,-0.73,New Hampshire
2010,5,2.29,-1.32,New Hampshire
2010,6,4.62,0.69,New Hampshire
2010,7,3.48,-0.54,New Hampshire
2010,8,3.75,-0.02,New Hampshire
2010,9,2.95,-0.85,New Hampshire
2010,10,7.84,4.32,New Hampshire
2010,11,3.66,-0.31,New Hampshire
2010,12,4.3,0.74,New Hampshire
2011,1,2.57,-0.73,New Hampshire
2011,2,3.44,0.51,New Hampshire
2011,3,4.87,1.33,New Hampshire
2011,4,5.42,1.87,New Hampshire
2011,5,5.09,1.48,New Hampshire
2011,6,4.44,0.51,New Hampshire
2011,7,2.69,-1.33,New Hampshire
2011,8,9.09,5.32,New Hampshire
2011,9,6.03,2.23,New Hampshire
2011,10,6.22,2.7,New Hampshire
2011,11,3.41,-0.56,New Hampshire
2011,12,4.22,0.66,New Hampshire
2012,1,3.21,-0.09,New Hampshire
2012,2,1.14,-1.79,New Hampshire
2012,3,1.95,-1.59,New Hampshire
2012,4,3.24,-0.31,New Hampshire
2012,5,5.74,2.13,New Hampshire
2012,6,5.39,1.46,New Hampshire
2012,7,2.95,-1.07,New Hampshire
2012,8,4.76,0.99,New Hampshire
2012,9,5.06,1.26,New Hampshire
2012,10,5.51,1.99,New Hampshire
2012,11,0.8,-3.17,New Hampshire
2012,12,5.43,1.87,New Hampshire
2013,1,1.98,-1.32,New Hampshire
2013,2,3.09,0.16,New Hampshire
2013,3,2.29,-1.25,New Hampshire
2013,4,2.44,-1.11,New Hampshire
2013,5,5.48,1.87,New Hampshire
2013,6,7.04,3.11,New Hampshire
2013,7,5.9,1.88,New Hampshire
2013,8,3.34,-0.43,New Hampshire
2013,9,5.08,1.28,New Hampshire
2013,10,1.55,-1.97,New Hampshire
2013,11,3.89,-0.08,New Hampshire
2013,12,3.68,0.12,New Hampshire
2014,1,3.46,0.16,New Hampshire
2014,2,3.68,0.75,New Hampshire
2014,3,4.11,0.57,New Hampshire
2014,4,3.03,-0.52,New Hampshire
2014,5,4.56,0.95,New Hampshire
2014,6,3.91,-0.02,New Hampshire
2014,7,7.27,3.25,New Hampshire
2014,8,3.58,-0.19,New Hampshire
2014,9,1.63,-2.17,New Hampshire
2014,10,5.67,2.15,New Hampshire
2014,11,3.27,-0.7,New Hampshire
2014,12,5.47,1.91,New Hampshire
2015,1,3.35,0.05,New Hampshire
2015,2,2.42,-0.51,New Hampshire
2015,3,1.65,-1.89,New Hampshire
2015,4,2.8,-0.75,New Hampshire
2015,5,1.95,-1.66,New Hampshire
2015,6,7.34,3.41,New Hampshire
2015,7,3.71,-0.31,New Hampshire
2015,8,3.59,-0.18,New Hampshire
2015,9,5.36,1.56,New Hampshire
2015,10,4.05,0.53,New Hampshire
2015,11,2.36,-1.61,New Hampshire
2015,12,5.43,1.87,New Hampshire
2016,1,1.97,-1.33,New Hampshire
2016,2,4.72,1.79,New Hampshire
2016,3,3.46,-0.08,New Hampshire
2016,4,2.53,-1.02,New Hampshire
2016,5,2.43,-1.18,New Hampshire
2016,6,2.89,-1.04,New Hampshire
2016,7,3.46,-0.56,New Hampshire
2016,8,4.17,0.4,New Hampshire
2016,9,2.11,-1.69,New Hampshire
2016,10,4.6,1.08,New Hampshire
2016,11,3.04,-0.93,New Hampshire
2016,12,4.19,0.63,New Hampshire
2017,1,2.82,-0.48,New Hampshire
2017,2,3.12,0.19,New Hampshire
2017,3,3.11,-0.43,New Hampshire
2017,4,4.48,0.93,New Hampshire
2017,5,6.55,2.94,New Hampshire
2017,6,5.24,1.31,New Hampshire
2017,7,3.89,-0.13,New Hampshire
2017,8,3.66,-0.11,New Hampshire
2017,9,2.96,-0.84,New Hampshire
2017,10,7.83,4.31,New Hampshire
2017,11,2.04,-1.93,New Hampshire
2017,12,3.47,-0.09,New Hampshire
2018,1,4.14,0.84,New Hampshire
2018,2,3.43,0.5,New Hampshire
2018,3,2.76,-0.78,New Hampshire
2018,4,4.66,1.11,New Hampshire
2018,5,1.65,-1.96,New Hampshire
2018,6,3.75,-0.18,New Hampshire
2018,7,4.96,0.94,New Hampshire
2018,8,5.86,2.09,New Hampshire
2018,9,4.8,1,New Hampshire
2018,10,4.54,1.02,New Hampshire
2018,11,7.75,3.78,New Hampshire
2018,12,3.5,-0.06,New Hampshire
2019,1,5.41,2.11,New Hampshire
2019,2,2.93,0,New Hampshire
2019,3,1.73,-1.81,New Hampshire
2019,4,5.73,2.18,New Hampshire
2019,5,4.54,0.93,New Hampshire
2019,6,5.3,1.37,New Hampshire
2019,7,3.67,-0.35,New Hampshire
2019,8,4.03,0.26,New Hampshire
2019,9,2.34,-1.46,New Hampshire
2019,10,5.83,2.31,New Hampshire
2019,11,3.7,-0.27,New Hampshire
2019,12,5.04,1.48,New Hampshire
2020,1,2.74,-0.56,New Hampshire
2020,2,3.35,0.42,New Hampshire
2020,3,3.08,-0.46,New Hampshire
2020,4,4.79,1.24,New Hampshire
2020,5,2.72,-0.89,New Hampshire
2020,6,2.47,-1.46,New Hampshire
2020,7,4.6,0.58,New Hampshire
2020,8,2.66,-1.11,New Hampshire
2020,9,1.69,-2.11,New Hampshire
2020,10,5.65,2.13,New Hampshire
2020,11,3.08,-0.89,New Hampshire
2020,12,4.97,1.41,New Hampshire
2010,1,2.64,-0.86,New Jersey
2010,2,4.62,1.55,New Jersey
2010,3,8.66,4.77,New Jersey
2010,4,2.51,-1.23,New Jersey
2010,5,3.35,-0.38,New Jersey
2010,6,2.24,-1.48,New Jersey
2010,7,4.07,-0.41,New Jersey
2010,8,2.51,-2.13,New Jersey
2010,9,3.18,-0.57,New Jersey
2010,10,5.38,2.06,New Jersey
2010,11,2.17,-1.23,New Jersey
2010,12,3.27,-0.42,New Jersey
2011,1,3.33,-0.17,New Jersey
2011,2,3.07,0,New Jersey
2011,3,5.55,1.66,New Jersey
2011,4,5.67,1.93,New Jersey
2011,5,3.77,0.04,New Jersey
2011,6,3.43,-0.29,New Jersey
2011,7,4.11,-0.37,New Jersey
2011,8,15.67,11.03,New Jersey
2011,9,7.12,3.37,New Jersey
2011,10,4.19,0.87,New Jersey
2011,11,3.83,0.43,New Jersey
2011,12,4.21,0.52,New Jersey
2012,1,2.78,-0.72,New Jersey
2012,2,1.33,-1.74,New Jersey
2012,3,1.65,-2.24,New Jersey
2012,4,2.87,-0.87,New Jersey
2012,5,4.27,0.54,New Jersey
2012,6,4.3,0.58,New Jersey
2012,7,3.43,-1.05,New Jersey
2012,8,4.62,-0.02,New Jersey
2012,9,4.45,0.7,New Jersey
2012,10,5.43,2.11,New Jersey
2012,11,1.3,-2.1,New Jersey
2012,12,5.56,1.87,New Jersey
2013,1,3,-0.5,New Jersey
2013,2,2.89,-0.18,New Jersey
2013,3,2.89,-1,New Jersey
2013,4,2.6,-1.14,New Jersey
2013,5,3.82,0.09,New Jersey
2013,6,9.49,5.77,New Jersey
2013,7,5.27,0.79,New Jersey
2013,8,4.67,0.03,New Jersey
2013,9,2.11,-1.64,New Jersey
2013,10,2.01,-1.31,New Jersey
2013,11,2.89,-0.51,New Jersey
2013,12,4.74,1.05,New Jersey
2014,1,3.12,-0.38,New Jersey
2014,2,4.96,1.89,New Jersey
2014,3,3.97,0.08,New Jersey
2014,4,4.42,0.68,New Jersey
2014,5,4.72,0.99,New Jersey
2014,6,3.32,-0.4,New Jersey
2014,7,5.23,0.75,New Jersey
2014,8,4.08,-0.56,New Jersey
2014,9,2.5,-1.25,New Jersey
2014,10,3.64,0.32,New Jersey
2014,11,4.34,0.94,New Jersey
2014,12,4.65,0.96,New Jersey
2015,1,4.43,0.93,New Jersey
2015,2,2.18,-0.89,New Jersey
2015,3,4.55,0.66,New Jersey
2015,4,2.67,-1.07,New Jersey
2015,5,1.21,-2.52,New Jersey
2015,6,8.12,4.4,New Jersey
2015,7,3.68,-0.8,New Jersey
2015,8,2.26,-2.38,New Jersey
2015,9,3.6,-0.15,New Jersey
2015,10,4.02,0.7,New Jersey
2015,11,2.3,-1.1,New Jersey
2015,12,4.84,1.15,New Jersey
2016,1,3.19,-0.31,New Jersey
2016,2,4.08,1.01,New Jersey
2016,3,1.87,-2.02,New Jersey
2016,4,2.26,-1.48,New Jersey
2016,5,4.79,1.06,New Jersey
2016,6,2.4,-1.32,New Jersey
2016,7,6.97,2.49,New Jersey
2016,8,2.08,-2.56,New Jersey
2016,9,3.45,-0.3,New Jersey
2016,10,2.8,-0.52,New Jersey
2016,11,2.43,-0.97,New Jersey
2016,12,3.27,-0.42,New Jersey
2017,1,3.71,0.21,New Jersey
2017,2,1.64,-1.43,New Jersey
2017,3,4.06,0.17,New Jersey
2017,4,3.82,0.08,New Jersey
2017,5,6.51,2.78,New Jersey
2017,6,3.32,-0.4,New Jersey
2017,7,6.29,1.81,New Jersey
2017,8,5.17,0.53,New Jersey
2017,9,2.27,-1.48,New Jersey
2017,10,4.97,1.65,New Jersey
2017,11,1.7,-1.7,New Jersey
2017,12,1.46,-2.23,New Jersey
2018,1,2.72,-0.78,New Jersey
2018,2,6.08,3.01,New Jersey
2018,3,4.64,0.75,New Jersey
2018,4,4.17,0.43,New Jersey
2018,5,5.8,2.07,New Jersey
2018,6,3.3,-0.42,New Jersey
2018,7,5.91,1.43,New Jersey
2018,8,5.56,0.92,New Jersey
2018,9,7.57,3.82,New Jersey
2018,10,4.46,1.14,New Jersey
2018,11,8.65,5.25,New Jersey
2018,12,5.9,2.21,New Jersey
2019,1,4.49,0.99,New Jersey
2019,2,3.26,0.19,New Jersey
2019,3,3.84,-0.05,New Jersey
2019,4,3.97,0.23,New Jersey
2019,5,6.75,3.02,New Jersey
2019,6,5.15,1.43,New Jersey
2019,7,6.14,1.66,New Jersey
2019,8,3.73,-0.91,New Jersey
2019,9,1.25,-2.5,New Jersey
2019,10,5.71,2.39,New Jersey
2019,11,1.94,-1.46,New Jersey
2019,12,5.32,1.63,New Jersey
2020,1,2.29,-1.21,New Jersey
2020,2,2.79,-0.28,New Jersey
2020,3,3.61,-0.28,New Jersey
2020,4,3.98,0.24,New Jersey
2020,5,2.47,-1.26,New Jersey
2020,6,3.05,-0.67,New Jersey
2020,7,6.69,2.21,New Jersey
2020,8,6.09,1.45,New Jersey
2020,9,4.41,0.66,New Jersey
2020,10,5.03,1.71,New Jersey
2020,11,4.09,0.69,New Jersey
2020,12,5.35,1.66,New Jersey
2010,1,1.44,0.83,New Mexico
2010,2,1.18,0.54,New Mexico
2010,3,1,0.27,New Mexico
2010,4,0.87,0.11,New Mexico
2010,5,0.47,-0.58,New Mexico
2010,6,0.89,-0.28,New Mexico
2010,7,3.7,1.36,New Mexico
2010,8,2.26,-0.21,New Mexico
2010,9,1.43,-0.26,New Mexico
2010,10,0.81,-0.34,New Mexico
2010,11,0.1,-0.56,New Mexico
2010,12,0.67,-0.06,New Mexico
2011,1,0.08,-0.53,New Mexico
2011,2,0.34,-0.3,New Mexico
2011,3,0.15,-0.58,New Mexico
2011,4,0.25,-0.51,New Mexico
2011,5,0.23,-0.82,New Mexico
2011,6,0.17,-1,New Mexico
2011,7,1.7,-0.64,New Mexico
2011,8,1.84,-0.63,New Mexico
2011,9,1.66,-0.03,New Mexico
2011,10,1.08,-0.07,New Mexico
2011,11,0.47,-0.19,New Mexico
2011,12,1.83,1.1,New Mexico
2012,1,0.28,-0.33,New Mexico
2012,2,0.36,-0.28,New Mexico
2012,3,0.27,-0.46,New Mexico
2012,4,0.39,-0.37,New Mexico
2012,5,0.81,-0.24,New Mexico
2012,6,0.33,-0.84,New Mexico
2012,7,1.95,-0.39,New Mexico
2012,8,1.62,-0.85,New Mexico
2012,9,1.31,-0.38,New Mexico
2012,10,0.29,-0.86,New Mexico
2012,11,0.18,-0.48,New Mexico
2012,12,0.62,-0.11,New Mexico
2013,1,0.5,-0.11,New Mexico
2013,2,0.39,-0.25,New Mexico
2013,3,0.22,-0.51,New Mexico
2013,4,0.18,-0.58,New Mexico
2013,5,0.22,-0.83,New Mexico
2013,6,0.64,-0.53,New Mexico
2013,7,3.48,1.14,New Mexico
2013,8,2.16,-0.31,New Mexico
2013,9,4.19,2.5,New Mexico
2013,10,0.43,-0.72,New Mexico
2013,11,0.86,0.2,New Mexico
2013,12,0.4,-0.33,New Mexico
2014,1,0.03,-0.58,New Mexico
2014,2,0.17,-0.47,New Mexico
2014,3,0.47,-0.26,New Mexico
2014,4,0.37,-0.39,New Mexico
2014,5,1.06,0.01,New Mexico
2014,6,0.55,-0.62,New Mexico
2014,7,3.19,0.85,New Mexico
2014,8,2.16,-0.31,New Mexico
2014,9,3.15,1.46,New Mexico
2014,10,0.67,-0.48,New Mexico
2014,11,0.63,-0.03,New Mexico
2014,12,0.75,0.02,New Mexico
2015,1,1.41,0.8,New Mexico
2015,2,0.72,0.08,New Mexico
2015,3,0.71,-0.02,New Mexico
2015,4,0.74,-0.02,New Mexico
2015,5,2.54,1.49,New Mexico
2015,6,1.57,0.4,New Mexico
2015,7,3.7,1.36,New Mexico
2015,8,2.05,-0.42,New Mexico
2015,9,1.1,-0.59,New Mexico
2015,10,2.89,1.74,New Mexico
2015,11,0.85,0.19,New Mexico
2015,12,1.05,0.32,New Mexico
2016,1,0.52,-0.09,New Mexico
2016,2,0.27,-0.37,New Mexico
2016,3,0.08,-0.65,New Mexico
2016,4,0.98,0.22,New Mexico
2016,5,0.98,-0.07,New Mexico
2016,6,1.05,-0.12,New Mexico
2016,7,1.25,-1.09,New Mexico
2016,8,3.21,0.74,New Mexico
2016,9,1.83,0.14,New Mexico
2016,10,0.32,-0.83,New Mexico
2016,11,1.34,0.68,New Mexico
2016,12,1.11,0.38,New Mexico
2017,1,1.71,1.1,New Mexico
2017,2,0.61,-0.03,New Mexico
2017,3,0.48,-0.25,New Mexico
2017,4,0.99,0.23,New Mexico
2017,5,0.73,-0.32,New Mexico
2017,6,0.94,-0.23,New Mexico
2017,7,2.65,0.31,New Mexico
2017,8,2.98,0.51,New Mexico
2017,9,2.42,0.73,New Mexico
2017,10,1.07,-0.08,New Mexico
2017,11,0.11,-0.55,New Mexico
2017,12,0.11,-0.62,New Mexico
2018,1,0.16,-0.45,New Mexico
2018,2,0.74,0.1,New Mexico
2018,3,0.27,-0.46,New Mexico
2018,4,0.15,-0.61,New Mexico
2018,5,0.47,-0.58,New Mexico
2018,6,0.87,-0.3,New Mexico
2018,7,2.43,0.09,New Mexico
2018,8,1.94,-0.53,New Mexico
2018,9,1.81,0.12,New Mexico
2018,10,2.75,1.6,New Mexico
2018,11,0.22,-0.44,New Mexico
2018,12,0.91,0.18,New Mexico
2019,1,0.55,-0.06,New Mexico
2019,2,0.61,-0.03,New Mexico
2019,3,1.03,0.3,New Mexico
2019,4,0.83,0.07,New Mexico
2019,5,1,-0.05,New Mexico
2019,6,0.86,-0.31,New Mexico
2019,7,1.74,-0.6,New Mexico
2019,8,1.54,-0.93,New Mexico
2019,9,1.5,-0.19,New Mexico
2019,10,1.2,0.05,New Mexico
2019,11,1.78,1.12,New Mexico
2019,12,0.74,0.01,New Mexico
2020,1,0.52,-0.09,New Mexico
2020,2,0.81,0.17,New Mexico
2020,3,1.2,0.47,New Mexico
2020,4,0.19,-0.57,New Mexico
2020,5,0.2,-0.85,New Mexico
2020,6,0.46,-0.71,New Mexico
2020,7,2.2,-0.14,New Mexico
2020,8,0.71,-1.76,New Mexico
2020,9,0.8,-0.89,New Mexico
2020,10,0.58,-0.57,New Mexico
2020,11,0.28,-0.38,New Mexico
2020,12,0.4,-0.33,New Mexico
2010,1,2.41,-0.48,New York
2010,2,2.72,0.18,New York
2010,3,3.64,0.57,New York
2010,4,2.09,-1.22,New York
2010,5,2.63,-0.93,New York
2010,6,5.57,1.81,New York
2010,7,4.02,0.21,New York
2010,8,4.47,0.77,New York
2010,9,3.3,-0.39,New York
2010,10,6.9,3.51,New York
2010,11,2.86,-0.59,New York
2010,12,3.31,0.2,New York
2011,1,2.01,-0.88,New York
2011,2,3.53,0.99,New York
2011,3,4.51,1.44,New York
2011,4,6.78,3.47,New York
2011,5,6.17,2.61,New York
2011,6,4.25,0.49,New York
2011,7,2.55,-1.26,New York
2011,8,7.76,4.06,New York
2011,9,7.12,3.43,New York
2011,10,4.61,1.22,New York
2011,11,2.98,-0.47,New York
2011,12,3.44,0.33,New York
2012,1,3.29,0.4,New York
2012,2,1.27,-1.27,New York
2012,3,1.97,-1.1,New York
2012,4,2.9,-0.41,New York
2012,5,4.12,0.56,New York
2012,6,3.34,-0.42,New York
2012,7,3.14,-0.67,New York
2012,8,3.19,-0.51,New York
2012,9,4.91,1.22,New York
2012,10,4.94,1.55,New York
2012,11,1.18,-2.27,New York
2012,12,5.31,2.2,New York
2013,1,2.12,-0.77,New York
2013,2,2.38,-0.16,New York
2013,3,1.8,-1.27,New York
2013,4,3.1,-0.21,New York
2013,5,4.31,0.75,New York
2013,6,7.46,3.7,New York
2013,7,4.62,0.81,New York
2013,8,3.85,0.15,New York
2013,9,3.5,-0.19,New York
2013,10,3.21,-0.18,New York
2013,11,4.03,0.58,New York
2013,12,3.61,0.5,New York
2014,1,2.6,-0.29,New York
2014,2,2.92,0.38,New York
2014,3,3.05,-0.02,New York
2014,4,3.57,0.26,New York
2014,5,4.64,1.08,New York
2014,6,5.11,1.35,New York
2014,7,5.33,1.52,New York
2014,8,3.69,-0.01,New York
2014,9,2.12,-1.57,New York
2014,10,3.98,0.59,New York
2014,11,2.72,-0.73,New York
2014,12,3.49,0.38,New York
2015,1,2.34,-0.55,New York
2015,2,2,-0.54,New York
2015,3,1.61,-1.46,New York
2015,4,3.02,-0.29,New York
2015,5,2.75,-0.81,New York
2015,6,7.69,3.93,New York
2015,7,3.6,-0.21,New York
2015,8,3.07,-0.63,New York
2015,9,4.75,1.06,New York
2015,10,3.7,0.31,New York
2015,11,2.05,-1.4,New York
2015,12,4.06,0.95,New York
2016,1,1.73,-1.16,New York
2016,2,4.36,1.82,New York
2016,3,2.13,-0.94,New York
2016,4,2.56,-0.75,New York
